supplier_id,supplier_name,product_type,inventory_count,delivery_status,delivery_days,warehouse_location,shipment_cost,order_quantity,timestamp
S540,Tata Components,EV Battery,413,Delivered,3,Toronto,9302,99,2026-04-27 22:07:21.199935
S541,Bosch Mobility,Brake System,246,In Transit,6,Dallas,5164,92,2026-04-19 22:07:21.199935
S542,Tesla Parts Ltd,EV Battery,307,In Transit,7,New York,6158,29,2026-04-29 22:07:21.199935
S543,Mahindra Logistics,Sensor Module,217,In Transit,3,Dallas,8293,31,2026-05-14 22:07:21.199935
S544,Tesla Parts Ltd,Tyre,277,In Transit,10,Chicago,1355,51,2026-04-18 22:07:21.199935
S545,Tesla Parts Ltd,Tyre,433,Delayed,8,California,1188,56,2026-05-02 22:07:21.199935
S546,Mahindra Logistics,Sensor Module,138,In Transit,13,Chicago,8720,95,2026-05-06 22:07:21.199935
S547,Mahindra Logistics,Brake System,457,In Transit,9,Toronto,9515,93,2026-04-21 22:07:21.199935
S548,Tesla Parts Ltd,Brake System,130,Delivered,9,Dallas,9876,46,2026-05-02 22:07:21.199935
S549,Continental Supply,Sensor Module,136,Delivered,14,Dallas,5690,43,2026-04-17 22:07:21.199935
S550,Tata Components,Motor Controller,227,Delivered,13,New York,4665,25,2026-05-02 22:07:21.199935
S551,Tata Components,EV Battery,113,Delivered,5,Toronto,6586,11,2026-05-16 22:07:21.199935
S552,Tesla Parts Ltd,EV Battery,449,Delayed,1,New York,4689,71,2026-04-30 22:07:21.199935
S553,Tata Components,Sensor Module,271,Delayed,1,Toronto,3532,97,2026-05-10 22:07:21.199935
S554,Continental Supply,Sensor Module,212,Delivered,7,Chicago,9634,69,2026-04-23 22:07:21.199935
S555,Bosch Mobility,Tyre,354,Delivered,5,Toronto,4748,32,2026-04-27 22:07:21.199935
S556,Bosch Mobility,Brake System,172,In Transit,11,California,9448,35,2026-05-15 22:07:21.199935
S557,Mahindra Logistics,Motor Controller,452,In Transit,7,Dallas,9558,36,2026-04-17 22:07:21.199935
S558,Tesla Parts Ltd,Sensor Module,306,Delayed,10,Toronto,9971,26,2026-04-29 22:07:21.199935
S559,Tata Components,EV Battery,238,Delivered,2,California,6041,30,2026-05-13 22:07:21.199935
S560,Bosch Mobility,Motor Controller,221,Delayed,5,Chicago,2608,13,2026-05-04 22:07:21.199935
S561,Mahindra Logistics,Sensor Module,203,Delayed,4,Dallas,1315,57,2026-04-18 22:07:21.199935
S562,Tesla Parts Ltd,Motor Controller,327,Delayed,10,New York,4494,55,2026-04-23 22:07:21.199935
S563,Mahindra Logistics,Sensor Module,472,Delivered,8,New York,6395,33,2026-05-04 22:07:21.199935
S564,Tata Components,EV Battery,226,Delivered,10,California,4479,42,2026-04-30 22:07:21.199935
S565,Mahindra Logistics,Brake System,150,Delivered,15,Toronto,1953,59,2026-05-02 22:07:21.199935
S566,Continental Supply,Sensor Module,314,In Transit,2,California,2574,41,2026-04-30 22:07:21.199935
S567,Tata Components,Motor Controller,381,Delivered,8,California,4470,66,2026-04-19 22:07:21.199935
S568,Bosch Mobility,EV Battery,375,Delivered,6,Chicago,8633,73,2026-04-30 22:07:21.199935
S569,Mahindra Logistics,Brake System,216,In Transit,14,Chicago,7526,68,2026-04-25 22:07:21.199935
S570,Tata Components,Tyre,459,In Transit,8,Dallas,3075,79,2026-05-14 22:07:21.199935
S571,Tata Components,Sensor Module,395,Delayed,14,Toronto,4670,66,2026-04-18 22:07:21.199935
S572,Continental Supply,Motor Controller,473,Delayed,2,Dallas,5080,39,2026-04-21 22:07:21.199935
S573,Continental Supply,EV Battery,396,Delivered,7,Chicago,4996,94,2026-05-07 22:07:21.199935
S574,Bosch Mobility,Motor Controller,246,In Transit,14,New York,7672,31,2026-04-24 22:07:21.199935
S575,Continental Supply,Brake System,317,Delayed,15,New York,4365,36,2026-05-12 22:07:21.199935
S576,Tesla Parts Ltd,EV Battery,286,Delayed,11,California,1054,97,2026-04-29 22:07:21.199935
S577,Continental Supply,Brake System,374,Delivered,11,Dallas,6844,30,2026-04-20 22:07:21.199935
S578,Tesla Parts Ltd,Sensor Module,187,Delayed,10,Chicago,5617,95,2026-04-19 22:07:21.199935
S579,Bosch Mobility,Motor Controller,244,Delayed,15,Dallas,8220,97,2026-05-10 22:07:21.199935
S580,Bosch Mobility,Brake System,326,In Transit,4,Chicago,1704,84,2026-05-02 22:07:21.199935
S581,Mahindra Logistics,Motor Controller,389,Delayed,12,Chicago,2364,29,2026-04-21 22:07:21.199935
S582,Bosch Mobility,Sensor Module,97,Delivered,3,Toronto,3264,36,2026-05-07 22:07:21.199935
S583,Tata Components,Brake System,112,In Transit,15,Chicago,2743,78,2026-04-20 22:07:21.199935
S584,Tesla Parts Ltd,Sensor Module,100,Delayed,7,Chicago,7621,92,2026-05-17 22:07:21.199935
S585,Bosch Mobility,Motor Controller,421,Delayed,2,Chicago,4451,25,2026-05-13 22:07:21.199935
S586,Tesla Parts Ltd,Tyre,500,In Transit,11,New York,3767,56,2026-05-14 22:07:21.199935
S587,Tesla Parts Ltd,Motor Controller,114,In Transit,15,New York,2400,25,2026-05-15 22:07:21.199935
S588,Tata Components,Motor Controller,211,Delayed,6,California,7701,99,2026-04-25 22:07:21.199935
S589,Tata Components,Motor Controller,61,Delayed,12,New York,2785,70,2026-05-04 22:07:21.199935
S590,Tata Components,Tyre,163,Delayed,5,New York,2420,94,2026-04-28 22:07:21.199935
S591,Tesla Parts Ltd,Sensor Module,103,Delivered,12,New York,5012,72,2026-05-08 22:07:21.199935
S592,Mahindra Logistics,EV Battery,403,Delayed,9,California,9871,91,2026-05-11 22:07:21.199935
S593,Bosch Mobility,Motor Controller,307,In Transit,3,California,8401,34,2026-04-24 22:07:21.199935
S594,Bosch Mobility,Motor Controller,457,In Transit,11,Toronto,3222,10,2026-04-29 22:07:21.199935
S595,Tata Components,Sensor Module,318,Delivered,4,Dallas,8497,66,2026-04-18 22:07:21.199935
S596,Continental Supply,Motor Controller,242,Delayed,8,Chicago,7354,53,2026-04-24 22:07:21.199935
S597,Tata Components,EV Battery,486,Delayed,5,New York,4051,40,2026-05-13 22:07:21.199935
S598,Tesla Parts Ltd,Tyre,140,In Transit,4,New York,3399,47,2026-04-19 22:07:21.199935
S599,Tesla Parts Ltd,Motor Controller,427,Delivered,13,New York,1049,14,2026-05-09 22:07:21.199935
S600,Tata Components,Tyre,431,Delayed,4,New York,3243,27,2026-04-25 22:07:21.199935
S601,Continental Supply,EV Battery,411,Delivered,7,Toronto,5898,43,2026-05-03 22:07:21.199935
S602,Mahindra Logistics,Sensor Module,69,In Transit,14,Toronto,9119,20,2026-05-17 22:07:21.199935
S603,Tesla Parts Ltd,EV Battery,196,Delayed,15,New York,7351,27,2026-04-23 22:07:21.199935
S604,Mahindra Logistics,Tyre,242,Delivered,9,Toronto,4844,98,2026-04-25 22:07:21.199935
S605,Continental Supply,Sensor Module,296,Delivered,11,New York,4507,67,2026-04-30 22:07:21.199935
S606,Tesla Parts Ltd,Tyre,79,Delivered,12,Dallas,5753,66,2026-04-21 22:07:21.199935
S607,Tata Components,Motor Controller,61,In Transit,4,Chicago,8756,57,2026-04-19 22:07:21.199935
S608,Bosch Mobility,Brake System,118,Delivered,13,Dallas,3893,37,2026-05-11 22:07:21.199935
S609,Bosch Mobility,Brake System,72,Delayed,10,Toronto,4973,86,2026-04-17 22:07:21.199935
S610,Tata Components,Tyre,392,Delivered,2,Toronto,3818,93,2026-05-17 22:07:21.199935
S611,Tesla Parts Ltd,Sensor Module,169,Delivered,10,Dallas,5138,61,2026-04-24 22:07:21.199935
S612,Bosch Mobility,Sensor Module,94,Delayed,12,Toronto,2906,68,2026-04-30 22:07:21.199935
S613,Bosch Mobility,Brake System,319,In Transit,5,Dallas,5954,63,2026-04-25 22:07:21.199935
S614,Bosch Mobility,Motor Controller,293,In Transit,1,New York,3703,28,2026-04-21 22:07:21.199935
S615,Tata Components,Brake System,156,Delivered,15,Toronto,4889,52,2026-05-01 22:07:21.199935
S616,Tesla Parts Ltd,EV Battery,382,In Transit,11,Chicago,8047,70,2026-04-22 22:07:21.199935
S617,Bosch Mobility,Motor Controller,106,Delayed,12,New York,8376,52,2026-05-08 22:07:21.199935
S618,Bosch Mobility,Tyre,167,Delayed,13,Toronto,1186,26,2026-05-09 22:07:21.199935
S619,Tesla Parts Ltd,Tyre,297,In Transit,14,New York,1534,26,2026-04-21 22:07:21.199935
S620,Tata Components,Sensor Module,422,Delayed,11,Chicago,2031,61,2026-04-27 22:07:21.199935
S621,Tata Components,Motor Controller,64,Delayed,9,Chicago,9862,62,2026-05-16 22:07:21.199935
S622,Mahindra Logistics,Sensor Module,374,Delivered,11,California,4012,60,2026-04-25 22:07:21.199935
S623,Bosch Mobility,Brake System,259,Delivered,7,New York,5597,63,2026-05-17 22:07:21.199935
S624,Tata Components,EV Battery,139,Delayed,11,Chicago,2334,69,2026-04-25 22:07:21.199935
S625,Mahindra Logistics,Tyre,199,In Transit,8,New York,8864,31,2026-05-03 22:07:21.199935
S626,Tata Components,Brake System,416,Delayed,8,California,9696,89,2026-05-09 22:07:21.199935
S627,Tesla Parts Ltd,Tyre,121,Delayed,5,Chicago,7119,43,2026-04-19 22:07:21.199935
S628,Bosch Mobility,EV Battery,445,In Transit,11,California,8396,30,2026-04-24 22:07:21.199935
S629,Continental Supply,Brake System,444,Delivered,13,New York,9264,94,2026-05-17 22:07:21.199935
S630,Mahindra Logistics,Sensor Module,421,In Transit,14,New York,7399,97,2026-05-03 22:07:21.199935
S631,Continental Supply,Brake System,84,Delayed,15,Chicago,4290,48,2026-04-30 22:07:21.199935
S632,Mahindra Logistics,Motor Controller,366,In Transit,6,Toronto,3831,11,2026-04-26 22:07:21.199935
S633,Mahindra Logistics,Motor Controller,296,In Transit,1,Chicago,9877,64,2026-05-09 22:07:21.199935
S634,Mahindra Logistics,Brake System,481,Delayed,12,Toronto,8788,50,2026-04-23 22:07:21.199935
S635,Bosch Mobility,Sensor Module,340,Delayed,13,Dallas,3593,27,2026-04-30 22:07:21.199935
S636,Mahindra Logistics,Tyre,389,Delivered,13,Chicago,5551,71,2026-05-05 22:07:21.199935
S637,Continental Supply,Motor Controller,138,Delivered,3,Chicago,9025,24,2026-05-01 22:07:21.199935
S638,Tesla Parts Ltd,Tyre,238,Delivered,8,Chicago,7676,40,2026-04-17 22:07:21.199935
S639,Tesla Parts Ltd,Motor Controller,64,In Transit,10,California,1668,57,2026-05-15 22:07:21.199935
S640,Bosch Mobility,Motor Controller,367,In Transit,15,Chicago,9221,68,2026-05-14 22:07:21.199935
S641,Continental Supply,EV Battery,438,Delayed,7,Dallas,3863,26,2026-04-29 22:07:21.199935
S642,Mahindra Logistics,Sensor Module,397,In Transit,1,New York,1520,40,2026-04-19 22:07:21.199935
S643,Tesla Parts Ltd,EV Battery,255,Delayed,3,Chicago,8726,17,2026-05-09 22:07:21.199935
S644,Mahindra Logistics,Tyre,91,In Transit,11,Toronto,6106,80,2026-05-15 22:07:21.199935
S645,Bosch Mobility,EV Battery,87,Delayed,15,New York,7130,94,2026-04-29 22:07:21.199935
S646,Continental Supply,Tyre,386,Delivered,3,Toronto,2931,86,2026-04-18 22:07:21.199935
S647,Tesla Parts Ltd,Sensor Module,459,In Transit,6,New York,1836,57,2026-05-16 22:07:21.199935
S648,Continental Supply,EV Battery,166,In Transit,1,California,2117,46,2026-04-24 22:07:21.199935
S649,Bosch Mobility,Tyre,416,Delivered,3,California,9767,40,2026-04-21 22:07:21.199935
S650,Tata Components,EV Battery,321,In Transit,8,Dallas,1454,69,2026-05-01 22:07:21.199935
S651,Mahindra Logistics,Motor Controller,300,Delivered,5,California,2138,75,2026-05-06 22:07:21.199935
S652,Mahindra Logistics,Sensor Module,271,In Transit,6,Toronto,5792,48,2026-05-09 22:07:21.199935
S653,Tata Components,EV Battery,51,Delivered,14,New York,4466,99,2026-04-29 22:07:21.199935
S654,Tata Components,Sensor Module,314,Delivered,11,New York,7577,57,2026-05-01 22:07:21.199935
S655,Mahindra Logistics,Tyre,79,In Transit,8,California,4824,93,2026-04-24 22:07:21.199935
S656,Continental Supply,Sensor Module,128,Delivered,3,Dallas,7322,81,2026-05-13 22:07:21.199935
S657,Bosch Mobility,Tyre,268,In Transit,1,Chicago,7035,15,2026-05-01 22:07:21.199935
S658,Mahindra Logistics,Sensor Module,251,Delayed,7,California,1421,27,2026-05-13 22:07:21.199935
S659,Continental Supply,Sensor Module,452,In Transit,15,New York,6363,45,2026-05-16 22:07:21.199935
S660,Continental Supply,Motor Controller,402,In Transit,3,California,7837,93,2026-05-08 22:07:21.199935
S661,Continental Supply,Tyre,240,Delayed,9,New York,4095,13,2026-04-18 22:07:21.199935
S662,Bosch Mobility,Motor Controller,147,In Transit,10,Dallas,4193,10,2026-04-18 22:07:21.199935
S663,Tata Components,Sensor Module,172,In Transit,8,California,1372,55,2026-05-01 22:07:21.199935
S664,Tata Components,Tyre,364,Delayed,8,Dallas,7668,98,2026-04-21 22:07:21.199935
S665,Continental Supply,Tyre,152,Delivered,14,Chicago,4826,92,2026-04-22 22:07:21.199935
S666,Mahindra Logistics,Brake System,235,Delivered,8,Toronto,6608,32,2026-04-28 22:07:21.199935
S667,Mahindra Logistics,Motor Controller,244,In Transit,10,California,6689,12,2026-04-18 22:07:21.199935
S668,Tata Components,Tyre,56,In Transit,15,Dallas,4299,44,2026-04-23 22:07:21.199935
S669,Continental Supply,Tyre,270,Delayed,14,Dallas,9526,58,2026-04-18 22:07:21.199935
S670,Mahindra Logistics,Motor Controller,195,Delayed,8,Toronto,6738,37,2026-05-16 22:07:21.199935
S671,Tesla Parts Ltd,Motor Controller,409,In Transit,10,Dallas,7708,82,2026-05-11 22:07:21.199935
S672,Tata Components,Brake System,97,Delivered,5,California,3384,85,2026-04-29 22:07:21.199935
S673,Continental Supply,Sensor Module,131,Delayed,14,Chicago,9005,97,2026-04-20 22:07:21.199935
S674,Tesla Parts Ltd,Tyre,314,Delivered,6,Chicago,6983,81,2026-04-19 22:07:21.199935
S675,Tesla Parts Ltd,Tyre,210,Delivered,14,Dallas,7644,30,2026-05-08 22:07:21.199935
S676,Tata Components,EV Battery,205,Delayed,3,Toronto,4920,43,2026-04-23 22:07:21.199935
S677,Bosch Mobility,Tyre,342,Delayed,8,Dallas,1168,20,2026-04-30 22:07:21.199935
S678,Continental Supply,EV Battery,421,Delayed,11,Chicago,8472,40,2026-05-07 22:07:21.199935
S679,Bosch Mobility,Tyre,189,Delivered,1,Chicago,4955,74,2026-04-28 22:07:21.199935
S680,Tata Components,EV Battery,449,Delayed,6,California,1456,66,2026-05-11 22:07:21.199935
S681,Bosch Mobility,EV Battery,341,In Transit,4,California,2603,20,2026-05-06 22:07:21.199935
S682,Bosch Mobility,Brake System,158,In Transit,7,Chicago,5260,71,2026-05-06 22:07:21.199935
S683,Continental Supply,Tyre,305,In Transit,4,Toronto,8004,94,2026-05-04 22:07:21.199935
S684,Tesla Parts Ltd,Motor Controller,450,Delayed,13,Chicago,3628,98,2026-04-19 22:07:21.199935
S685,Continental Supply,Sensor Module,112,Delayed,7,Chicago,4182,39,2026-04-20 22:07:21.199935
S686,Bosch Mobility,Tyre,213,In Transit,1,Toronto,1503,74,2026-04-25 22:07:21.199935
S687,Bosch Mobility,Sensor Module,57,Delayed,10,Dallas,9799,71,2026-04-30 22:07:21.199935
S688,Tata Components,Sensor Module,203,Delayed,12,Dallas,6774,99,2026-05-15 22:07:21.199935
S689,Tata Components,Brake System,456,Delayed,6,Chicago,3142,90,2026-04-26 22:07:21.199935
S690,Continental Supply,Sensor Module,360,Delayed,4,Dallas,4740,75,2026-04-20 22:07:21.199935
S691,Mahindra Logistics,Sensor Module,205,In Transit,13,California,7724,28,2026-04-24 22:07:21.199935
S692,Tesla Parts Ltd,Tyre,141,Delivered,14,Chicago,6772,80,2026-05-06 22:07:21.199935
S693,Continental Supply,Brake System,63,Delivered,10,Dallas,5364,39,2026-04-25 22:07:21.199935
S694,Tata Components,Motor Controller,183,In Transit,9,Chicago,1570,75,2026-05-12 22:07:21.199935
S695,Mahindra Logistics,Motor Controller,248,Delayed,5,California,3879,59,2026-05-13 22:07:21.199935
S696,Bosch Mobility,Tyre,421,In Transit,4,Chicago,1067,35,2026-05-14 22:07:21.199935
S697,Tesla Parts Ltd,Tyre,201,In Transit,12,New York,9194,73,2026-04-20 22:07:21.199935
S698,Bosch Mobility,Brake System,388,Delayed,12,Toronto,6183,50,2026-04-17 22:07:21.199935
S699,Mahindra Logistics,Tyre,93,Delivered,3,New York,1263,26,2026-05-07 22:07:21.199935
S700,Mahindra Logistics,EV Battery,325,Delivered,6,California,7255,15,2026-05-02 22:07:21.199935
S701,Continental Supply,Sensor Module,182,Delivered,3,Toronto,9727,99,2026-05-02 22:07:21.199935
S702,Tesla Parts Ltd,EV Battery,94,Delivered,15,California,8430,83,2026-04-22 22:07:21.199935
S703,Mahindra Logistics,Tyre,204,Delivered,11,New York,7945,74,2026-04-20 22:07:21.199935
S704,Bosch Mobility,Sensor Module,146,Delayed,3,New York,7070,15,2026-05-17 22:07:21.199935
S705,Tesla Parts Ltd,Sensor Module,287,In Transit,12,California,1465,31,2026-04-20 22:07:21.199935
S706,Tesla Parts Ltd,Motor Controller,88,Delayed,11,Chicago,5589,18,2026-04-25 22:07:21.199935
S707,Tata Components,Brake System,471,In Transit,6,New York,9545,80,2026-05-15 22:07:21.199935
S708,Tata Components,Brake System,151,Delivered,3,New York,8234,95,2026-05-12 22:07:21.199935
S709,Continental Supply,Motor Controller,491,In Transit,11,California,8043,39,2026-05-07 22:07:21.199935
S710,Tata Components,Brake System,176,Delayed,7,California,6675,47,2026-04-18 22:07:21.199935
S711,Bosch Mobility,Tyre,471,Delivered,10,Toronto,4771,67,2026-04-30 22:07:21.199935
S712,Continental Supply,Sensor Module,491,Delayed,10,California,7420,76,2026-05-14 22:07:21.199935
S713,Mahindra Logistics,Brake System,135,In Transit,2,Chicago,5217,31,2026-05-02 22:07:21.199935
S714,Tesla Parts Ltd,Brake System,346,Delivered,2,California,8351,40,2026-04-24 22:07:21.199935
S715,Tata Components,Motor Controller,238,Delivered,9,New York,3324,83,2026-04-17 22:07:21.199935
S716,Continental Supply,Sensor Module,273,Delayed,6,California,6334,29,2026-04-27 22:07:21.199935
S717,Tesla Parts Ltd,Tyre,314,In Transit,14,New York,1981,19,2026-05-06 22:07:21.199935
S718,Continental Supply,Brake System,319,In Transit,4,California,8860,67,2026-04-19 22:07:21.199935
S719,Mahindra Logistics,Motor Controller,213,Delayed,4,Chicago,6743,77,2026-05-06 22:07:21.199935
S720,Tesla Parts Ltd,Brake System,324,Delivered,7,Chicago,1027,28,2026-04-17 22:07:21.199935
S721,Bosch Mobility,Brake System,422,Delivered,13,California,4634,52,2026-05-04 22:07:21.199935
S722,Tesla Parts Ltd,Motor Controller,487,Delayed,13,New York,1201,18,2026-04-29 22:07:21.199935
S723,Mahindra Logistics,Motor Controller,487,In Transit,14,Chicago,9325,94,2026-05-11 22:07:21.199935
S724,Tata Components,EV Battery,247,Delayed,1,Chicago,9296,54,2026-05-16 22:07:21.199935
S725,Mahindra Logistics,EV Battery,207,Delayed,1,California,5748,43,2026-05-08 22:07:21.199935
S726,Mahindra Logistics,Motor Controller,151,Delivered,10,Dallas,8773,37,2026-05-03 22:07:21.199935
S727,Bosch Mobility,Tyre,335,In Transit,4,Chicago,3402,15,2026-05-11 22:07:21.199935
S728,Continental Supply,Sensor Module,312,Delivered,4,New York,8819,81,2026-04-18 22:07:21.199935
S729,Tata Components,EV Battery,194,Delivered,6,Toronto,7994,38,2026-05-03 22:07:21.199935
S730,Continental Supply,Motor Controller,433,Delivered,15,California,3988,52,2026-05-04 22:07:21.199935
S731,Bosch Mobility,Sensor Module,68,Delayed,13,New York,5155,54,2026-05-04 22:07:21.199935
S732,Tata Components,Tyre,233,In Transit,12,California,4512,46,2026-05-05 22:07:21.199935
S733,Tesla Parts Ltd,EV Battery,214,Delivered,11,New York,9804,48,2026-05-11 22:07:21.199935
S734,Tesla Parts Ltd,EV Battery,276,In Transit,14,California,4433,66,2026-05-05 22:07:21.199935
S735,Bosch Mobility,Sensor Module,378,Delayed,9,New York,6761,21,2026-05-09 22:07:21.199935
S736,Mahindra Logistics,Sensor Module,269,In Transit,1,California,9274,71,2026-05-16 22:07:21.199935
S737,Bosch Mobility,Tyre,366,Delivered,13,California,6543,17,2026-04-24 22:07:21.199935
S738,Mahindra Logistics,Motor Controller,378,Delayed,6,Chicago,2697,47,2026-04-25 22:07:21.199935
S739,Continental Supply,Tyre,54,Delivered,7,Toronto,9804,84,2026-04-19 22:07:21.199935
S740,Tesla Parts Ltd,Tyre,440,Delivered,11,California,1519,94,2026-05-10 22:07:21.199935
S741,Tata Components,Motor Controller,488,Delivered,14,Toronto,9894,85,2026-05-12 22:07:21.199935
S742,Mahindra Logistics,Motor Controller,473,In Transit,7,California,7361,91,2026-04-17 22:07:21.199935
S743,Tata Components,Brake System,256,Delayed,14,California,5400,11,2026-05-09 22:07:21.199935
S744,Continental Supply,Sensor Module,162,Delivered,5,California,6626,19,2026-04-30 22:07:21.199935
S745,Bosch Mobility,EV Battery,324,Delayed,2,California,1515,41,2026-04-18 22:07:21.199935
S746,Continental Supply,Brake System,363,Delayed,5,Toronto,1726,41,2026-05-05 22:07:21.199935
S747,Continental Supply,Motor Controller,103,Delivered,8,Toronto,1822,18,2026-04-22 22:07:21.199935
S748,Mahindra Logistics,Sensor Module,323,In Transit,5,Dallas,4295,25,2026-04-30 22:07:21.199935
S749,Mahindra Logistics,Brake System,288,Delivered,8,Chicago,9611,88,2026-05-12 22:07:21.199935
S750,Continental Supply,EV Battery,225,In Transit,3,California,4326,78,2026-04-25 22:07:21.199935
S751,Continental Supply,Motor Controller,418,In Transit,2,New York,2404,13,2026-05-12 22:07:21.199935
S752,Mahindra Logistics,Sensor Module,222,In Transit,7,California,1156,64,2026-05-04 22:07:21.199935
S753,Tesla Parts Ltd,Tyre,473,In Transit,3,Dallas,7311,52,2026-05-04 22:07:21.199935
S754,Mahindra Logistics,Sensor Module,148,Delivered,14,California,4724,99,2026-05-17 22:07:21.199935
S755,Mahindra Logistics,EV Battery,317,Delivered,7,Toronto,3902,35,2026-04-22 22:07:21.199935
S756,Tesla Parts Ltd,EV Battery,500,Delivered,1,Chicago,9946,25,2026-04-28 22:07:21.199935
S757,Continental Supply,Tyre,145,Delivered,1,New York,8304,38,2026-05-03 22:07:21.199935
S758,Bosch Mobility,Brake System,413,Delivered,8,Toronto,9675,97,2026-04-20 22:07:21.199935
S759,Tata Components,Tyre,447,Delayed,15,California,4528,88,2026-04-23 22:07:21.199935
S760,Mahindra Logistics,Sensor Module,235,In Transit,7,Chicago,5517,76,2026-04-17 22:07:21.199935
S761,Mahindra Logistics,EV Battery,432,Delivered,5,California,1891,32,2026-04-22 22:07:21.199935
S762,Tata Components,Tyre,65,In Transit,11,New York,9978,92,2026-04-18 22:07:21.199935
S763,Mahindra Logistics,Sensor Module,434,In Transit,9,Toronto,4166,99,2026-04-17 22:07:21.199935
S764,Tesla Parts Ltd,Brake System,88,In Transit,3,Toronto,4777,64,2026-05-13 22:07:21.199935
S765,Continental Supply,EV Battery,451,In Transit,3,Dallas,6583,56,2026-05-16 22:07:21.199935
S766,Bosch Mobility,Brake System,425,Delayed,11,Toronto,5482,25,2026-05-10 22:07:21.199935
S767,Mahindra Logistics,Brake System,141,Delayed,1,New York,6213,75,2026-05-14 22:07:21.199935
S768,Tesla Parts Ltd,Sensor Module,319,Delivered,13,Chicago,3305,49,2026-04-19 22:07:21.199935
S769,Mahindra Logistics,Motor Controller,470,Delayed,15,New York,9238,52,2026-05-06 22:07:21.199935
S770,Bosch Mobility,Sensor Module,228,Delivered,4,Chicago,3189,48,2026-04-18 22:07:21.199935
S771,Bosch Mobility,Tyre,367,Delivered,8,California,3855,40,2026-04-19 22:07:21.199935
S772,Mahindra Logistics,Brake System,442,Delayed,13,Chicago,4132,76,2026-04-27 22:07:21.199935
S773,Mahindra Logistics,Sensor Module,211,In Transit,9,California,7686,100,2026-05-01 22:07:21.199935
S774,Tata Components,EV Battery,499,In Transit,11,Toronto,3791,97,2026-05-14 22:07:21.199935
S775,Tesla Parts Ltd,Brake System,415,In Transit,10,Toronto,2471,55,2026-04-24 22:07:21.199935
S776,Bosch Mobility,EV Battery,257,Delayed,1,Chicago,3519,57,2026-05-03 22:07:21.199935
S777,Tata Components,Tyre,249,Delivered,7,New York,3266,69,2026-05-13 22:07:21.199935
S778,Continental Supply,Tyre,257,Delivered,6,Toronto,4223,74,2026-04-20 22:07:21.199935
S779,Tesla Parts Ltd,Sensor Module,386,Delayed,12,Dallas,1018,69,2026-04-29 22:07:21.199935
S780,Tata Components,Tyre,293,Delayed,11,Chicago,9047,80,2026-05-13 22:07:21.199935
S781,Continental Supply,EV Battery,220,Delivered,4,Dallas,5653,13,2026-05-05 22:07:21.199935
S782,Continental Supply,Brake System,276,In Transit,2,California,9244,29,2026-05-01 22:07:21.199935
S783,Tata Components,Sensor Module,76,Delivered,6,Dallas,4853,42,2026-05-11 22:07:21.199935
S784,Bosch Mobility,Brake System,458,Delayed,12,California,6405,70,2026-05-14 22:07:21.199935
S785,Mahindra Logistics,Sensor Module,271,Delivered,8,Dallas,3289,21,2026-04-28 22:07:21.199935
S786,Bosch Mobility,Motor Controller,203,In Transit,6,Toronto,7711,80,2026-04-22 22:07:21.199935
S787,Continental Supply,Brake System,320,Delivered,6,California,9424,76,2026-05-13 22:07:21.199935
S788,Continental Supply,Sensor Module,60,Delivered,9,New York,1975,29,2026-04-23 22:07:21.199935
S789,Mahindra Logistics,EV Battery,429,Delivered,9,Dallas,2377,99,2026-04-18 22:07:21.199935
S790,Mahindra Logistics,Brake System,291,In Transit,10,Chicago,1556,54,2026-04-27 22:07:21.199935
S791,Mahindra Logistics,Brake System,337,Delivered,7,Chicago,9033,92,2026-05-03 22:07:21.199935
S792,Bosch Mobility,Sensor Module,134,Delayed,8,New York,9043,79,2026-05-07 22:07:21.199935
S793,Mahindra Logistics,Brake System,125,In Transit,15,California,7060,70,2026-04-19 22:07:21.199935
S794,Bosch Mobility,Brake System,103,In Transit,12,Dallas,7929,64,2026-05-02 22:07:21.199935
S795,Tata Components,Tyre,308,Delayed,6,New York,6286,58,2026-05-06 22:07:21.199935
S796,Tesla Parts Ltd,Motor Controller,381,Delayed,3,New York,7785,57,2026-05-16 22:07:21.199935
S797,Tesla Parts Ltd,Brake System,215,Delayed,7,New York,3642,67,2026-05-13 22:07:21.199935
S798,Continental Supply,Sensor Module,212,In Transit,10,California,8319,100,2026-05-02 22:07:21.199935
S799,Bosch Mobility,Tyre,461,Delayed,7,New York,2357,85,2026-04-17 22:07:21.199935
S800,Bosch Mobility,Brake System,352,In Transit,2,Toronto,5981,69,2026-05-05 22:07:21.199935
S801,Tesla Parts Ltd,Brake System,383,Delivered,6,Chicago,9396,64,2026-05-04 22:07:21.199935
S802,Bosch Mobility,Motor Controller,465,Delivered,12,Chicago,7058,21,2026-05-16 22:07:21.199935
S803,Bosch Mobility,Sensor Module,338,Delayed,8,California,6051,38,2026-04-29 22:07:21.199935
S804,Tata Components,Sensor Module,135,Delayed,10,New York,1712,90,2026-04-29 22:07:21.199935
S805,Continental Supply,Tyre,146,Delivered,1,New York,7695,45,2026-04-19 22:07:21.199935
S806,Tata Components,Sensor Module,99,Delivered,1,Toronto,2871,39,2026-04-22 22:07:21.199935
S807,Continental Supply,Motor Controller,400,Delivered,10,California,9830,74,2026-04-17 22:07:21.199935
S808,Continental Supply,Sensor Module,208,Delivered,5,Dallas,3742,19,2026-05-04 22:07:21.199935
